parkid,rectypeid,amenityid,created_us,created_da,last_edite,last_edi_1,amentype,courtsurf,courtsize,courtlight,courtfence,fieldsurf,fldplayage,fieldlight,fieldfence,football,cricket,lacrosse,soccer,fhockey,softball,baseball,sheltype,shelsurf,shellight,shelelec,shelwater,shelrstrm,shelgrill,shelcap,playsurf,playada,playage,recrmrent,recgym,recfitctr,recpool,reclockrm,recomplab,recindoor,reservable,managedby,tball,amenstatus
RSPK,MTNBIK,08,,,PARKEDITOR,4/6/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RSPK,MTNBIK,01,PARKEDITOR,4/6/2022,PARKEDITOR,4/6/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RSPK,MTNBIK,04,PARKEDITOR,4/6/2022,PARKEDITOR,4/6/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CATW,MTNBIK,01,PARKEDITOR,4/8/2020,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,08,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,04,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,05,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,06,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,07,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,09,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,10,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,11,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,12,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,13,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,14,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,15,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,MTNBIK,16,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,06,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,07,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,08,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
MCEF,RESTRM,01,PARKEDITOR,5/29/2020,PARKEDITOR,1/3/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
CATW,TRCRUN,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,04,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
CATW,TRCRUN,05,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,USNWC,,Open
PKRD,MTNBIK,04,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,MTNBIK,05,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,01,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,04,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,05,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
STHW,MTNBIK,06,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,MTNBIK,01,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,MTNBIK,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PKRD,MTNBIK,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,MTNBIK,01,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,MTNBIK,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,MTNBIK,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MDLP,MTNBIK,02,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,03,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,04,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,01,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,05,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,06,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,07,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
MDLP,MTNBIK,08,PARKEDITOR,4/8/2022,PARKEDITOR,4/8/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Tarheel,,Open
PHGP,FITSTA,03,PARKEDITOR,6/2/2020,PARKEDITOR,1/3/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Davidson,,Open
HACP,RESTRM,01,PARKEDITOR,4/11/2022,PARKEDITOR,4/11/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MTNBIK,01,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MTNBIK,02,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MTNBIK,03,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,MTNBIK,01,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,MTNBIK,02,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MTNBIK,04,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JBCP,MTNBIK,05,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,MTNBIK,03,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
JPLN,MTNBIK,04,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MCIN,PICNIC,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NCPK,WALKTR,03,,,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,01,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,02,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,03,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,04,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,05,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MLKP,PIKBAL,06,PARKEDITOR,4/13/2022,PARKEDITOR,4/13/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MATH,WALKTR,14,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MATH,WALKTR,15,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NMPK,SWINGS,01,,,PARKEDITOR,4/14/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Huntersville,,Open
NMRC,RECGYM,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,FACILITY,,,,,,,,,,,,,,,,,,,,,,,0,,,,,Yes,Yes,Yes,Yes,,,Yes,Mecklenburg,,Open
NMRC,WALKTR,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
NMRC,WALKTR,02,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PLYGRD,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,RESTRM,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,RESTROOM,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,WALKTR,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,BSKTCT,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PLYGRD,02,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PIKBAL,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PIKBAL,02,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,SWINGS,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,MULTFD,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,WALKTR,02,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PICNIC,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,WALKTR,03,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,GRNSPC,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,WALKTR,04,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PERL,PARKSP,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PROG,PLYGRD,04,PARKEDITOR,4/14/2022,PARKEDITOR,4/14/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
PUHU,WALKTR,01,PARKEDITOR,5/26/2020,PARKEDITOR,4/14/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
PUHU,MTNBIK,01,PARKEDITOR,4/14/2022,PARKEDITOR,4/28/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
PUHU,MTNBIK,02,PARKEDITOR,4/14/2022,PARKEDITOR,4/28/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
PUHU,MTNBIK,03,PARKEDITOR,4/14/2022,PARKEDITOR,4/28/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
PUHU,MTNBIK,04,PARKEDITOR,4/14/2022,PARKEDITOR,4/28/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
RAMS,PICNIC,11,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PICNIC,12,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PICNIC,13,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PICNIC,14,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PICNIC,15,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLWD,MULTFD,01,,,PARKEDITOR,4/18/2022,FIELD,,,,,Grass,Youth/Adult,No,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
ROBB,PICNIC,05,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
RAMS,PICNIC,16,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PLYGRD,02,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SEVP,PICNIC,02,,,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROBB,PICNIC,04,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
RAMS,PARKSP,04,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RAMS,PICNIC,10,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
RICE,SWINGS,02,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
ROBB,PICNIC,06,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
CLWD,SWINGS,01,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SEVP,PICNIC,06,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
SEVP,PICNIC,05,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLWD,BALLFD,01,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
CLWD,BALLFD,02,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TMCW,BALLFD,04,PARKEDITOR,4/18/2022,PARKEDITOR,4/18/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,SWINGS,02,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,FITSTA,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROBB,PICNIC,07,PARKEDITOR,4/18/2022,PARKEDITOR,4/28/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Cornelius,,Open
TRYH,SWINGS,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TOMH,PICNIC,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PICNIC,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,FITSTA,02,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,FITSTA,03,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
ROCK,FITSTA,04,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TOMH,PLYGRD,02,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MSNW,SWINGS,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
MSNW,FITSTA,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,RESTRM,01,,,PARKEDITOR,4/19/2022,RESTROOM,,,,,,,,,,,,,,,,,Concrete,No,No,No,No,No,0,,,,,,,,,,,No,Mecklenburg,,Open
TUCP,TENNCT,04,,,PARKEDITOR,4/19/2022,COURT,Asphalt,Full,Yes,Yes,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,Yes,Mecklenburg,,Open
TRYH,PLYGRD,02,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
KING,WALKTR,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,TRAILS,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
UNIV,MULTFD,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,FIELD,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
VETS,FITSTA,01,PARKEDITOR,7/17/2020,PARKEDITOR,4/19/2022,OTHER,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,02,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,03,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,04,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,05,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
TUCP,PIKBAL,06,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,COURT,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WADD,PARKSP,01,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PARKING,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WPRC,RECGYM,01,,,PARKEDITOR,4/19/2022,FACILITY,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Mecklenburg,,Open
WIND,PLYGRD,03,PARKEDITOR,4/19/2022,PARKEDITOR,4/19/2022,PLAYGROUND,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,Matthews,,Open
